0  0
0.0313395  -0.00448155
0.0626791  -0.00896311
0.0940186  -0.0134447
0.125358  -0.0179262
0.156698  -0.0224078
0.188037  -0.0268893
0.219377  -0.0313709
0.250716  -0.0358524
0.282056  -0.040334
0.313395  -0.0448155
0.344735  -0.0492971
0.376075  -0.0537787
0.407414  -0.0582602
0.438754  -0.0627418
0.470093  -0.0672233
0.501433  -0.0717049
0.532772  -0.0761864
0.564112  -0.080668
0.595451  -0.0851495
0.626791  -0.0896311
0.65813  -0.0941127
0.68947  -0.0985942
0.72081  -0.103076
0.752149  -0.107557
0.783489  -0.112039
0.814828  -0.11652
0.846168  -0.121002
0.877507  -0.125484
0.908847  -0.129965
0.940186  -0.134447
0.971526  -0.138928
0.0313225  0.00447911
0.062662  -2.44382e-006
0.0940015  -0.004484
0.125341  -0.00896555
0.156681  -0.0134471
0.18802  -0.0179287
0.21936  -0.0224102
0.250699  -0.0268918
0.282039  -0.0313733
0.313378  -0.0358549
0.344718  -0.0403364
0.376057  -0.044818
0.407397  -0.0492995
0.438737  -0.0537811
0.470076  -0.0582627
0.501416  -0.0627442
0.532755  -0.0672258
0.564095  -0.0717073
0.595434  -0.0761889
0.626774  -0.0806704
0.658113  -0.085152
0.689453  -0.0896335
0.720792  -0.0941151
0.752132  -0.0985967
0.783472  -0.103078
0.814811  -0.10756
0.846151  -0.112041
0.87749  -0.116523
0.90883  -0.121004
0.940169  -0.125486
0.971509  -0.129968
0.0626449  0.00895822
0.0939845  0.00447667
0.125324  -4.88765e-006
0.156664  -0.00448644
0.188003  -0.008968
0.219343  -0.0134496
0.250682  -0.0179311
0.282022  -0.0224127
0.313361  -0.0268942
0.344701  -0.0313758
0.37604  -0.0358573
0.40738  -0.0403389
0.438719  -0.0448204
0.470059  -0.049302
0.501399  -0.0537835
0.532738  -0.0582651
0.564078  -0.0627467
0.595417  -0.0672282
0.626757  -0.0717098
0.658096  -0.0761913
0.689436  -0.0806729
0.720775  -0.0851544
0.752115  -0.089636
0.783454  -0.0941175
0.814794  -0.0985991
0.846134  -0.103081
0.877473  -0.107562
0.908813  -0.112044
0.940152  -0.116525
0.971492  -0.121007
0.0939674  0.0134373
0.125307  0.00895578
0.156646  0.00447422
0.187986  -7.33147e-006
0.219326  -0.00448889
0.250665  -0.00897044
0.282005  -0.013452
0.313344  -0.0179336
0.344684  -0.0224151
0.376023  -0.0268967
0.407363  -0.0313782
0.438702  -0.0358598
0.470042  -0.0403413
0.501381  -0.0448229
0.532721  -0.0493044
0.564061  -0.053786
0.5954  -0.0582675
0.62674  -0.0627491
0.658079  -0.0672307
0.689419  -0.0717122
0.720758  -0.0761938
0.752098  -0.0806753
0.783437  -0.0851569
0.814777  -0.0896384
0.846116  -0.09412
0.877456  -0.0986015
0.908796  -0.103083
0.940135  -0.107565
0.971475  -0.112046
0.12529  0.0179164
0.156629  0.0134349
0.187969  0.00895333
0.219308  0.00447178
0.250648  -9.77529e-006
0.281988  -0.00449133
0.313327  -0.00897289
0.344667  -0.0134544
0.376006  -0.017936
0.407346  -0.0224175
0.438685  -0.0268991
0.470025  -0.0313807
0.501364  -0.0358622
0.532704  -0.0403438
0.564043  -0.0448253
0.595383  -0.0493069
0.626723  -0.0537884
0.658062  -0.05827
0.689402  -0.0627515
0.720741  -0.0672331
0.752081  -0.0717147
0.78342  -0.0761962
0.81476  -0.0806778
0.846099  -0.0851593
0.877439  -0.0896409
0.908778  -0.0941224
0.940118  -0.098604
0.971458  -0.103086
0.156612  0.0223956
0.187952  0.017914
0.219291  0.0134324
0.250631  0.00895089
0.28197  0.00446934
0.31331  -1.22191e-005
0.34465  -0.00449377
0.375989  -0.00897533
0.407329  -0.0134569
0.438668  -0.0179384
0.470008  -0.02242
0.501347  -0.0269015
0.532687  -0.0313831
0.564026  -0.0358647
0.595366  -0.0403462
0.626705  -0.0448278
0.658045  -0.0493093
0.689385  -0.0537909
0.720724  -0.0582724
0.752064  -0.062754
0.783403  -0.0672355
0.814743  -0.0717171
0.846082  -0.0761987
0.877422  -0.0806802
0.908761  -0.0851618
0.940101  -0.0896433
0.97144  -0.0941249
0.187935  0.0268747
0.219274  0.0223931
0.250614  0.0179116
0.281953  0.01343
0.313293  0.00894845
0.344632  0.00446689
0.375972  -1.46629e-005
0.407312  -0.00449622
0.438651  -0.00897777
0.469991  -0.0134593
0.50133  -0.0179409
0.53267  -0.0224224
0.564009  -0.026904
0.595349  -0.0313855
0.626688  -0.0358671
0.658028  -0.0403487
0.689367  -0.0448302
0.720707  -0.0493118
0.752047  -0.0537933
0.783386  -0.0582749
0.814726  -0.0627564
0.846065  -0.067238
0.877405  -0.0717195
0.908744  -0.0762011
0.940084  -0.0806827
0.971423  -0.0851642
0.219257  0.0313538
0.250597  0.0268722
0.281936  0.0223907
0.313276  0.0179091
0.344615  0.0134276
0.375955  0.008946
0.407294  0.00446445
0.438634  -1.71068e-005
0.469974  -0.00449866
0.501313  -0.00898022
0.532653  -0.0134618
0.563992  -0.0179433
0.595332  -0.0224249
0.626671  -0.0269064
0.658011  -0.031388
0.68935  -0.0358695
0.72069  -0.0403511
0.752029  -0.0448327
0.783369  -0.0493142
0.814709  -0.0537958
0.846048  -0.0582773
0.877388  -0.0627589
0.908727  -0.0672404
0.940067  -0.071722
0.971406  -0.0762035
0.25058  0.0358329
0.281919  0.0313513
0.313259  0.0268698
0.344598  0.0223882
0.375938  0.0179067
0.407277  0.0134251
0.438617  0.00894356
0.469956  0.004462
0.501296  -1.95506e-005
0.532636  -0.00450111
0.563975  -0.00898266
0.595315  -0.0134642
0.626654  -0.0179458
0.657994  -0.0224273
0.689333  -0.0269089
0.720673  -0.0313904
0.752012  -0.035872
0.783352  -0.0403535
0.814691  -0.0448351
0.846031  -0.0493167
0.877371  -0.0537982
0.90871  -0.0582798
0.94005  -0.0627613
0.971389  -0.0672429
0.281902  0.040312
0.313242  0.0358304
0.344581  0.0313489
0.375921  0.0268673
0.40726  0.0223858
0.4386  0.0179042
0.469939  0.0134227
0.501279  0.00894112
0.532618  0.00445956
0.563958  -2.19944e-005
0.595298  -0.00450355
0.626637  -0.0089851
0.657977  -0.0134667
0.689316  -0.0179482
0.720656  -0.0224298
0.751995  -0.0269113
0.783335  -0.0313929
0.814674  -0.0358744
0.846014  -0.040356
0.877353  -0.0448375
0.908693  -0.0493191
0.940033  -0.0538007
0.971372  -0.0582822
0.313225  0.0447911
0.344564  0.0403096
0.375904  0.035828
0.407243  0.0313464
0.438583  0.0268649
0.469922  0.0223833
0.501262  0.0179018
0.532601  0.0134202
0.563941  0.00893867
0.59528  0.00445712
0.62662  -2.44382e-005
0.65796  -0.00450599
0.689299  -0.00898755
0.720639  -0.0134691
0.751978  -0.0179507
0.783318  -0.0224322
0.814657  -0.0269138
0.845997  -0.0313953
0.877336  -0.0358769
0.908676  -0.0403584
0.940015  -0.04484
0.971355  -0.0493215
0.344547  0.0492702
0.375887  0.0447887
0.407226  0.0403071
0.438566  0.0358256
0.469905  0.031344
0.501245  0.0268624
0.532584  0.0223809
0.563924  0.0178993
0.595263  0.0134178
0.626603  0.00893623
0.657942  0.00445467
0.689282  -2.68821e-005
0.720622  -0.00450844
0.751961  -0.00898999
0.783301  -0.0134715
0.81464  -0.0179531
0.84598  -0.0224347
0.877319  -0.0269162
0.908659  -0.0313978
0.939998  -0.0358793
0.971338  -0.0403609
0.375869  0.0537493
0.407209  0.0492678
0.438549  0.0447862
0.469888  0.0403047
0.501228  0.0358231
0.532567  0.0313416
0.563907  0.02686
0.595246  0.0223784
0.626586  0.0178969
0.657925  0.0134153
0.689265  0.00893378
0.720604  0.00445223
0.751944  -2.93259e-005
0.783284  -0.00451088
0.814623  -0.00899244
0.845963  -0.013474
0.877302  -0.0179555
0.908642  -0.0224371
0.939981  -0.0269187
0.971321  -0.0314002
0.407192  0.0582284
0.438531  0.0537469
0.469871  0.0492653
0.501211  0.0447838
0.53255  0.0403022
0.56389  0.0358207
0.595229  0.0313391
0.626569  0.0268576
0.657908  0.022376
0.689248  0.0178944
0.720587  0.0134129
0.751927  0.00893134
0.783266  0.00444979
0.814606  -3.17697e-005
0.845946  -0.00451332
0.877285  -0.00899488
0.908625  -0.0134764
0.939964  -0.017958
0.971304  -0.0224395
0.438514  0.0627076
0.469854  0.058226
0.501193  0.0537444
0.532533  0.0492629
0.563873  0.0447813
0.595212  0.0402998
0.626552  0.0358182
0.657891  0.0313367
0.689231  0.0268551
0.72057  0.0223736
0.75191  0.017892
0.783249  0.0134105
0.814589  0.0089289
0.845928  0.00444734
0.877268  -3.42135e-005
0.908608  -0.00451577
0.939947  -0.00899732
0.971287  -0.0134789
0.469837  0.0671867
