0  0
0.0305346  -0.00436645
0.0610692  -0.0087329
0.0916038  -0.0130993
0.122138  -0.0174658
0.152673  -0.0218322
0.183208  -0.0261987
0.213742  -0.0305651
0.244277  -0.0349316
0.274811  -0.039298
0.305346  -0.0436645
0.335881  -0.0480309
0.366415  -0.0523974
0.39695  -0.0567638
0.427485  -0.0611303
0.458019  -0.0654967
0.488554  -0.0698632
0.519088  -0.0742296
0.549623  -0.0785961
0.580158  -0.0829625
0.610692  -0.087329
0.641227  -0.0916954
0.671761  -0.0960619
0.702296  -0.100428
0.732831  -0.104795
0.763365  -0.109161
0.7939  -0.113528
0.824434  -0.117894
0.854969  -0.122261
0.885504  -0.126627
0.916038  -0.130993
0.946573  -0.13536
0.977108  -0.139726
1.00764  -0.144093
1.03818  -0.148459
1.06871  -0.152826
1.09925  -0.157192
1.12978  -0.161559
1.16032  -0.165925
1.19085  -0.170292
1.22138  -0.174658
1.25192  -0.179024
1.28245  -0.183391
1.31299  -0.187757
1.34352  -0.192124
1.37406  -0.19649
1.40459  -0.200857
1.43513  -0.205223
1.46566  -0.20959
1.4962  -0.213956
1.52673  -0.218322
1.55727  -0.222689
1.5878  -0.227055
1.61833  -0.231422
1.64887  -0.235788
1.6794  -0.240155
1.70994  -0.244521
1.74047  -0.248888
1.77101  -0.253254
1.80154  -0.257621
1.83208  -0.261987
1.86261  -0.266353
1.89315  -0.27072
1.92368  -0.275086
1.95422  -0.279453
1.98475  -0.283819
2.01528  -0.288186
2.04582  -0.292552
2.07635  -0.296919
2.10689  -0.301285
2.13742  -0.305651
2.16796  -0.310018
2.19849  -0.314384
2.22903  -0.318751
2.25956  -0.323117
2.2901  -0.327484
2.32063  -0.33185
2.35117  -0.336217
2.3817  -0.340583
2.41223  -0.344949
2.44277  -0.349316
2.4733  -0.353682
2.50384  -0.358049
2.53437  -0.362415
2.56491  -0.366782
2.59544  -0.371148
2.62598  -0.375515
2.65651  -0.379881
2.68705  -0.384248
2.71758  -0.388614
2.74811  -0.39298
2.77865  -0.397347
2.80918  -0.401713
2.83972  -0.40608
2.87025  -0.410446
2.90079  -0.414813
2.93132  -0.419179
2.96186  -0.423546
2.99239  -0.427912
3.02293  -0.432278
3.05346  -0.436645
3.084  -0.441011
3.11453  -0.445378
3.14506  -0.449744
3.1756  -0.454111
3.20613  -0.458477
3.23667  -0.462844
3.2672  -0.46721
3.29774  -0.471577
3.32827  -0.475943
3.35881  -0.480309
3.38934  -0.484676
